Timestamp,Open,High,Low,Close,Volume
2022-09-30,97.05,98.9,95.56,95.65,32941490
2022-09-29,98.64,98.64,95.96,97.42,31047220
2022-09-28,97.65,100.7,97.11,100.05,32466320
2022-09-27,99.43,100.0,96.872,97.5,30072780
2022-09-26,98.1,99.88,97.8,98.17,27072660
2022-09-23,99.63,99.66,97.47,98.74,31625440
2022-09-22,98.82,101.24,98.79,100.14,34298620
2022-09-21,101.67,102.88,99.27,99.28,31487270
2022-09-20,102.08,102.37,100.52,101.14,26517120
2022-09-19,101.75,103.33,101.55,103.07,23036810
2022-09-16,102.07,103.13,100.94,102.8,42797170
2022-09-15,104.03,105.27,102.35,102.91,34188280
2022-09-14,104.57,105.275,103.66,105.0,26395130
2022-09-13,107.8,108.3,104.09,104.32,38172870
2022-09-12,110.99,111.62,109.93,110.86,22966750
2022-09-09,109.065,110.99,109.02,110.65,23213590
2022-09-08,108.04,109.6,107.16,108.38,24238290
2022-09-07,107.06,109.98,106.9,109.45,23166970
2022-09-06,107.3,108.03,105.78,106.81,25068280
2022-09-02,110.59,110.74,107.26,107.85,24160710
2022-09-01,108.28,110.445,107.36,109.74,28360930
2022-08-31,110.65,110.85,108.13,108.22,28626970
2022-08-30,110.17,110.5,107.8,108.94,27513260
2022-08-29,109.99,110.95,108.8,109.42,21191160
2022-08-26,114.72,115.12,110.19,110.34,37245700
2022-08-25,114.235,116.72,114.11,116.65,16956790
2022-08-24,113.5,114.78,112.8701,113.69,17734620
2022-08-23,113.475,115.01,113.43,113.86,15870370
2022-08-22,115.2,115.63,113.85,114.24,21456650
2022-08-19,119.06,119.15,116.76,117.21,21809530
2022-08-18,119.43,120.82,118.72,120.17,17987660
2022-08-17,120.12,121.29,119.38,119.55,22846960
2022-08-16,121.52,122.43,120.64,121.7,19041230
2022-08-15,121.13,122.3,120.61,122.08,19494830
2022-08-12,120.26,121.68,119.46,121.68,19096270
2022-08-11,121.28,121.49,118.56,118.84,24293650
2022-08-10,118.78,120.92,118.41,119.7,30930350
2022-08-09,117.135,117.32,115.71,116.63,19086470
2022-08-08,118.39,120.15,116.88,117.3,19169480
2022-08-05,116.23,118.1056,116.0,117.47,19159520
2022-08-04,117.48,118.78,116.89,118.19,21602930
2022-08-03,115.71,118.62,115.48,118.08,28499010
2022-08-02,114.0,116.35,113.72,115.13,20236030
2022-08-01,115.3,116.72,114.34,114.86,26034290
2022-07-29,113.08,116.705,113.06,116.32,37223390
2022-07-28,112.37,114.34,111.46,114.22,32816570
2022-07-27,109.26,113.91,108.01,113.06,59858500
2022-07-26,106.6,107.2,104.07,105.02,47990960
2022-07-25,108.41,109.87,106.3,107.51,34690890
2022-07-22,111.0,112.34,106.5,107.9,48901180
2022-07-21,114.28,114.55,111.1132,114.34,32676170
2022-07-20,113.17,115.4,112.48,113.9,35600430
2022-07-19,110.85,114.02,109.56,113.81,36530950
2022-07-18,112.64,113.68,108.37,109.03,43164590
2022-07-15,112.0005,113.1405,110.9,111.7775,46769120
2022-07-14,110.2105,111.093,108.373,110.3675,37003040
2022-07-13,111.701,114.196,111.2015,111.3535,43722020
2022-07-12,116.215,116.974,113.6902,114.0205,29959700
2022-07-11,117.998,117.998,115.3305,115.6765,31243700
2022-07-08,117.25,119.685,116.9013,119.3535,38238160
2022-07-07,115.08,119.1895,114.8335,118.783,40935880
2022-07-06,113.302,115.5895,111.476,114.572,37431380
2022-07-05,107.1005,113.3768,105.7315,113.263,39399640
2022-07-01,107.933,109.25,106.7305,108.7375,35475660
2022-06-30,110.0,110.888,106.75,108.963,43169060
2022-06-29,111.552,113.1603,110.8725,111.7015,24716820
2022-06-28,115.8025,117.3095,111.848,112.0075,35880960
2022-06-27,118.273,118.5795,115.1797,115.8335,36420760
2022-06-24,112.995,118.079,112.9525,117.975,41163680
2022-06-23,112.2315,112.7425,110.5005,112.242,28361920
2022-06-22,110.5565,113.3465,110.3824,111.4875,30774140
2022-06-21,108.9295,112.4893,108.6,111.544,47415800
2022-06-17,106.0335,108.6995,105.046,107.1435,51376520
2022-06-16,107.221,108.6485,105.138,106.0335,51684960
2022-06-15,108.545,111.4235,107.6695,109.7645,39698180
2022-06-14,106.535,107.9245,105.8,106.7155,33706260
