Date,Close/Last,Volume,Open,High,Low
07/02/2018,$246.25,2312605,$238.08,$246.38,$236.28
06/29/2018,$243.00,3647336,$245.90,$247.77,$242.00
06/28/2018,$242.21,6464138,$241.84,$242.72,$237.80
06/27/2018,$243.00,4394737,$255.00,$255.50,$241.8638
06/26/2018,$250.77,2401919,$252.46,$253.1135,$248.21
06/25/2018,$250.41,3987386,$254.28,$254.30,$245.50
06/22/2018,$259.00,3026488,$261.00,$261.74,$258.01
06/21/2018,$260.50,3244538,$263.22,$265.60,$260.30
06/20/2018,$264.06,2876096,$263.34,$264.79,$259.42
06/19/2018,$262.11,4292279,$260.23,$262.17,$256.44
06/18/2018,$268.89,3663366,$267.30,$269.82,$264.11
06/15/2018,$272.97,5912834,$268.00,$273.61,$266.35
06/14/2018,$270.64,3114528,$270.41,$273.31,$269.75
06/13/2018,$270.00,2668096,$268.86,$272.19,$267.92
06/12/2018,$267.42,3287627,$270.54,$272.88,$265.6649
06/11/2018,$269.78,2764772,$264.00,$269.83,$262.52
06/08/2018,$263.59,3114337,$262.17,$263.89,$259.51
06/07/2018,$264.89,3645316,$264.69,$268.00,$263.03
06/06/2018,$263.94,3366893,$260.18,$263.99,$257.08
06/05/2018,$259.98,4973938,$262.245,$265.41,$255.20
06/04/2018,$260.90,5629302,$251.00,$261.00,$251.00
06/01/2018,$248.46,4545910,$245.39,$251.00,$244.85
05/31/2018,$242.56,4398703,$242.04,$245.52,$241.96
05/30/2018,$241.63,3140201,$243.69,$243.75,$240.47
05/29/2018,$242.05,3629519,$242.55,$245.04,$240.60
05/25/2018,$243.80,5293770,$240.478,$245.799,$240.08
05/24/2018,$240.28,4779166,$243.49,$243.9527,$240.05
05/23/2018,$240.39,5033236,$238.77,$243.33,$236.61
05/22/2018,$239.97,7129762,$243.99,$247.05,$239.60
05/21/2018,$240.51,15232320,$256.00,$256.3627,$237.83
05/18/2018,$253.01,16036380,$262.38,$264.665,$251.58
05/17/2018,$279.68,3238035,$280.26,$283.95,$278.60
05/16/2018,$284.07,3617516,$272.74,$284.22,$271.2264
05/15/2018,$271.92,2299528,$266.41,$271.98,$265.61
05/14/2018,$272.26,3282097,$271.50,$278.76,$271.00
05/11/2018,$269.91,2242693,$270.92,$271.49,$266.37
05/10/2018,$268.68,3069562,$262.18,$269.40,$260.70
05/09/2018,$261.29,2299989,$263.10,$264.43,$259.71
05/08/2018,$263.09,3598684,$255.00,$263.99,$253.40
05/07/2018,$253.90,3045913,$251.53,$257.00,$250.25
05/04/2018,$251.73,2692673,$250.85,$254.74,$249.2933
05/03/2018,$252.46,2727455,$249.00,$254.54,$245.74
05/02/2018,$249.80,3058242,$250.92,$252.74,$246.80
05/01/2018,$252.13,2469204,$247.24,$254.08,$246.01
04/30/2018,$250.90,4268192,$253.69,$255.00,$244.40
04/27/2018,$251.93,8012024,$253.95,$257.30,$245.63
04/26/2018,$238.69,3840413,$232.83,$239.40,$232.60
04/25/2018,$231.41,2250412,$229.20,$231.46,$222.50
04/24/2018,$231.41,2220157,$233.82,$238.36,$228.50
04/23/2018,$231.42,1532792,$232.52,$235.05,$230.14
04/20/2018,$232.50,2274649,$234.92,$235.69,$230.21
04/19/2018,$237.11,1737361,$238.43,$240.40,$235.2624
04/18/2018,$237.75,2039197,$237.38,$239.91,$236.50
04/17/2018,$235.67,2279371,$230.27,$237.00,$228.63
04/16/2018,$229.90,1913580,$228.45,$231.065,$226.53
04/13/2018,$228.17,1608928,$231.88,$233.00,$225.77
04/12/2018,$231.34,1213955,$230.75,$232.2365,$229.03
04/11/2018,$229.65,1380437,$230.00,$233.50,$228.88
04/10/2018,$231.50,2622356,$231.32,$233.55,$228.42
04/09/2018,$224.33,2276948,$224.70,$227.7476,$221.92
04/06/2018,$219.82,1737328,$221.30,$225.29,$218.13
04/05/2018,$225.57,1997010,$226.01,$228.4999,$224.37
04/04/2018,$224.30,4100721,$213.80,$225.95,$213.556
04/03/2018,$220.02,2344606,$223.53,$224.77,$216.69
