Timestamp,Open,High,Low,Close,Volume
2024-04-24,73.74,74.7,73.5,74.63,16375160
2024-04-23,71.08,72.8,70.99,72.51,15268170
2024-04-22,69.695,70.9,69.12,70.68,15015560
2024-04-19,68.42,69.15,68.36,69.07,13084100
2024-04-18,69.09,69.625,68.8,68.88,9491021
2024-04-17,69.71,70.01,68.725,68.82,12760590
2024-04-16,70.02,70.3074,69.29,69.61,17478880
2024-04-15,71.73,72.05,70.17,70.62,15903890
2024-04-12,72.94,72.98,71.29,71.29,18231430
2024-04-11,75.215,75.43,74.37,74.85,14986820
2024-04-10,74.445,75.17,73.74,74.59,20572160
2024-04-09,72.37,73.24,72.31,72.99,14075950
2024-04-08,71.96,72.39,71.56,71.71,10560050
2024-04-05,71.68,72.025,71.41,71.66,12260270
2024-04-04,72.98,73.23,71.9,71.95,11087060
2024-04-03,72.42,72.87,72.11,72.44,11777910
2024-04-02,72.57,73.14,72.51,72.88,17290350
2024-04-01,73.24,73.582,72.81,73.37,14311750
2024-03-28,72.08,72.59,72.055,72.36,14073410
2024-03-27,70.89,71.69,70.5825,71.59,13281280
2024-03-26,71.84,71.87,71.09,71.48,10881920
2024-03-25,71.94,72.49,71.36,71.46,12422140
2024-03-22,72.48,72.62,72.04,72.13,12771530
2024-03-21,74.3,74.74,73.77,73.83,11860660
2024-03-20,73.55,74.33,73.3,74.18,11123240
2024-03-19,73.08,73.735,72.85,73.42,8164247
2024-03-18,73.42,74.02,73.33,73.52,8542538
2024-03-15,73.575,74.13,73.39,73.42,10233670
2024-03-14,75.235,75.39,73.23,73.4,18923480
2024-03-13,75.94,77.45,75.94,76.39,15319790
2024-03-12,75.87,76.48,75.215,76.06,13314720
2024-03-11,74.63,76.06,74.55,74.86,13510360
2024-03-08,72.81,73.76,72.76,73.55,16430410
2024-03-07,72.6,72.7575,71.76,72.54,12374680
2024-03-06,74.2,74.72,73.61,73.71,19785290
2024-03-05,71.25,72.71,71.04,72.07,15804480
2024-03-04,73.73,73.73,71.7,72.0,19550070
2024-03-01,74.48,75.09,74.37,74.62,11980150
2024-02-29,74.68,75.04,73.8,74.03,12549170
2024-02-28,76.02,76.18,74.45,74.59,16905340
2024-02-27,77.53,78.05,77.25,77.68,14490200
2024-02-26,75.62,76.57,75.34,76.51,13973150
2024-02-23,76.48,76.935,75.15,75.96,12301720
2024-02-22,75.1,76.38,75.0,76.12,14836610
2024-02-21,74.48,76.39,74.07,75.58,23533800
2024-02-20,73.46,73.67,72.18,73.14,14353320
2024-02-16,74.86,75.37,73.9,73.91,16393340
2024-02-15,73.22,74.14,73.0846,73.82,12078130
2024-02-14,72.31,73.41,72.23,73.39,12817470
2024-02-13,71.96,73.03,71.42,71.6,13560580
2024-02-12,72.31,74.13,72.31,73.14,18151150
2024-02-09,70.8,72.085,70.0,72.02,18998380
2024-02-08,71.885,73.2,70.65,70.78,33070580
2024-02-07,74.555,76.17,73.15,73.64,53766280
2024-02-06,77.045,78.34,75.73,78.23,39361020
2024-02-05,72.17,75.15,71.86,74.63,27721030
2024-02-02,72.13,72.23,71.05,71.85,18824230
2024-02-01,73.155,73.47,72.12,72.46,14445830
2024-01-31,71.495,72.94,71.495,72.17,15743610
2024-01-30,72.46,73.065,72.085,72.32,17089650
2024-01-29,74.67,74.81,72.83,73.58,17537440
2024-01-26,73.1,74.72,72.92,74.01,19418230
2024-01-25,75.19,75.5,73.56,73.85,23268570
2024-01-24,75.285,75.62,74.22,75.2,36503320
2024-01-23,72.755,74.5,72.55,74.02,53017670
2024-01-22,67.28,68.7381,66.63,68.63,27294180
2024-01-19,67.2,69.905,66.92,69.42,34547700
2024-01-18,68.6,69.08,68.0,68.05,19306970
2024-01-17,67.72,69.0,67.26,68.93,22684440
2024-01-16,70.13,70.531,69.3,69.46,27606900
2024-01-12,72.59,73.43,71.81,71.84,16147290
2024-01-11,72.545,73.13,71.53,72.38,18095270
2024-01-10,71.38,71.775,71.045,71.41,19540000
2024-01-09,71.25,72.12,70.96,72.02,21451780
2024-01-08,71.25,73.06,70.92,72.88,21999990
2024-01-05,74.0,74.0,72.86,73.01,21725170
2024-01-04,75.56,75.725,74.4403,74.66,18454890
2024-01-03,74.33,76.69,74.07,76.59,24444640
2024-01-02,76.05,76.075,74.51,74.76,21739600
2023-12-29,77.06,77.635,76.82,77.51,14094640
2023-12-28,77.23,77.79,76.98,77.24,18937890
2023-12-27,76.28,76.45,75.41,76.11,14904480
2023-12-26,76.16,76.9687,75.73,75.85,13121280
2023-12-22,74.5,75.68,74.44,75.28,20004350
2023-12-21,74.86,76.29,74.35,76.26,20812090
2023-12-20,74.58,75.295,73.33,73.35,27540230
2023-12-19,74.4,76.01,74.22,75.39,20939300
